state,race,gender,age_bin,year,population
NJ,Asian/Pacific Islander,Female,55-84,2016,97203
NJ,Asian/Pacific Islander,Female,55-84,2017,101182
NJ,Asian/Pacific Islander,Female,55-84,2018,105084
NJ,Asian/Pacific Islander,Female,55-84,2019,108631
NJ,Asian/Pacific Islander,Female,55-84,2020,111901
NJ,Asian/Pacific Islander,Female,85+,2010,2682
NJ,Asian/Pacific Islander,Female,85+,2011,2989
NJ,Asian/Pacific Islander,Female,85+,2012,3302
NJ,Asian/Pacific Islander,Female,85+,2013,3643
NJ,Asian/Pacific Islander,Female,85+,2014,4058
NJ,Asian/Pacific Islander,Female,85+,2015,4535
NJ,Asian/Pacific Islander,Female,85+,2016,5005
NJ,Asian/Pacific Islander,Female,85+,2017,5563
NJ,Asian/Pacific Islander,Female,85+,2018,6132
NJ,Asian/Pacific Islander,Female,85+,2019,6661
NJ,Asian/Pacific Islander,Female,85+,2020,7231
NJ,European-American/White,Male,0-14,2010,465428
NJ,European-American/White,Male,0-14,2011,456909
NJ,European-American/White,Male,0-14,2012,447279
NJ,European-American/White,Male,0-14,2013,438170
NJ,European-American/White,Male,0-14,2014,429361
NJ,European-American/White,Male,0-14,2015,420957
NJ,European-American/White,Male,0-14,2016,413566
NJ,European-American/White,Male,0-14,2017,407069
NJ,European-American/White,Male,0-14,2018,401271
NJ,European-American/White,Male,0-14,2019,394570
NJ,European-American/White,Male,0-14,2020,387781
NJ,European-American/White,Male,15-24,2010,316125
NJ,European-American/White,Male,15-24,2011,316159
NJ,European-American/White,Male,15-24,2012,315179
NJ,European-American/White,Male,15-24,2013,314463
NJ,European-American/White,Male,15-24,2014,313042
NJ,European-American/White,Male,15-24,2015,309766
NJ,European-American/White,Male,15-24,2016,305697
NJ,European-American/White,Male,15-24,2017,300660
NJ,European-American/White,Male,15-24,2018,294936
NJ,European-American/White,Male,15-24,2019,289771
NJ,European-American/White,Male,15-24,2020,284525
NJ,European-American/White,Male,25-34,2010,278103
NJ,European-American/White,Male,25-34,2011,279935
NJ,European-American/White,Male,25-34,2012,281256
NJ,European-American/White,Male,25-34,2013,281906
NJ,European-American/White,Male,25-34,2014,282570
NJ,European-American/White,Male,25-34,2015,282425
NJ,European-American/White,Male,25-34,2016,283236
NJ,European-American/White,Male,25-34,2017,284586
NJ,European-American/White,Male,25-34,2018,286229
NJ,European-American/White,Male,25-34,2019,287670
NJ,European-American/White,Male,25-34,2020,287907
NJ,European-American/White,Male,35-54,2010,780769
NJ,European-American/White,Male,35-54,2011,760035
NJ,European-American/White,Male,35-54,2012,738268
NJ,European-American/White,Male,35-54,2013,717269
NJ,European-American/White,Male,35-54,2014,695722
NJ,European-American/White,Male,35-54,2015,674687
NJ,European-American/White,Male,35-54,2016,653725
NJ,European-American/White,Male,35-54,2017,635135
NJ,European-American/White,Male,35-54,2018,618193
NJ,European-American/White,Male,35-54,2019,602237
NJ,European-American/White,Male,35-54,2020,588265
NJ,European-American/White,Male,55-84,2010,698228
NJ,European-American/White,Male,55-84,2011,710886
NJ,European-American/White,Male,55-84,2012,724977
NJ,European-American/White,Male,55-84,2013,738449
NJ,European-American/White,Male,55-84,2014,751462
NJ,European-American/White,Male,55-84,2015,763432
NJ,European-American/White,Male,55-84,2016,774819
NJ,European-American/White,Male,55-84,2017,784423
NJ,European-American/White,Male,55-84,2018,793057
NJ,European-American/White,Male,55-84,2019,800258
NJ,European-American/White,Male,55-84,2020,804221
NJ,European-American/White,Male,85+,2010,49318
NJ,European-American/White,Male,85+,2011,50728
NJ,European-American/White,Male,85+,2012,52272
NJ,European-American/White,Male,85+,2013,53061
NJ,European-American/White,Male,85+,2014,53784
NJ,European-American/White,Male,85+,2015,54260
NJ,European-American/White,Male,85+,2016,54719
NJ,European-American/White,Male,85+,2017,54504
NJ,European-American/White,Male,85+,2018,54163
NJ,European-American/White,Male,85+,2019,53537
NJ,European-American/White,Male,85+,2020,52742
NJ,European-American/White,Female,0-14,2010,441744
NJ,European-American/White,Female,0-14,2011,433561
NJ,European-American/White,Female,0-14,2012,424634
NJ,European-American/White,Female,0-14,2013,416112
NJ,European-American/White,Female,0-14,2014,408580
NJ,European-American/White,Female,0-14,2015,400248
NJ,European-American/White,Female,0-14,2016,392909
NJ,European-American/White,Female,0-14,2017,386857
NJ,European-American/White,Female,0-14,2018,381325
NJ,European-American/White,Female,0-14,2019,375072
NJ,European-American/White,Female,0-14,2020,368896
NJ,European-American/White,Female,15-24,2010,296822
NJ,European-American/White,Female,15-24,2011,296254
NJ,European-American/White,Female,15-24,2012,295894
NJ,European-American/White,Female,15-24,2013,295974
NJ,European-American/White,Female,15-24,2014,294989
NJ,European-American/White,Female,15-24,2015,293376
NJ,European-American/White,Female,15-24,2016,290211
NJ,European-American/White,Female,15-24,2017,285882
NJ,European-American/White,Female,15-24,2018,280369
NJ,European-American/White,Female,15-24,2019,275699
NJ,European-American/White,Female,15-24,2020,270559
NJ,European-American/White,Female,25-34,2010,276394
NJ,European-American/White,Female,25-34,2011,276799
NJ,European-American/White,Female,25-34,2012,276233
NJ,European-American/White,Female,25-34,2013,275568
NJ,European-American/White,Female,25-34,2014,274267
NJ,European-American/White,Female,25-34,2015,273298
NJ,European-American/White,Female,25-34,2016,273056
NJ,European-American/White,Female,25-34,2017,274126
NJ,European-American/White,Female,25-34,2018,275172
NJ,European-American/White,Female,25-34,2019,276503
NJ,European-American/White,Female,25-34,2020,276105
NJ,European-American/White,Female,35-54,2010,803472
NJ,European-American/White,Female,35-54,2011,781916
NJ,European-American/White,Female,35-54,2012,759633
NJ,European-American/White,Female,35-54,2013,736753
NJ,European-American/White,Female,35-54,2014,714542
NJ,European-American/White,Female,35-54,2015,692908
NJ,European-American/White,Female,35-54,2016,670994
NJ,European-American/White,Female,35-54,2017,651548
NJ,European-American/White,Female,35-54,2018,633149
NJ,European-American/White,Female,35-54,2019,614679
NJ,European-American/White,Female,35-54,2020,599102
NJ,European-American/White,Female,55-84,2010,811714
NJ,European-American/White,Female,55-84,2011,821486
NJ,European-American/White,Female,55-84,2012,833103
NJ,European-American/White,Female,55-84,2013,844445
NJ,European-American/White,Female,55-84,2014,855349
NJ,European-American/White,Female,55-84,2015,864663
NJ,European-American/White,Female,55-84,2016,873977
NJ,European-American/White,Female,55-84,2017,882064
NJ,European-American/White,Female,55-84,2018,890478
NJ,European-American/White,Female,55-84,2019,898486
NJ,European-American/White,Female,55-84,2020,902562
NJ,European-American/White,Female,85+,2010,107408
NJ,European-American/White,Female,85+,2011,108434
NJ,European-American/White,Female,85+,2012,110025
NJ,European-American/White,Female,85+,2013,110126
NJ,European-American/White,Female,85+,2014,110298
NJ,European-American/White,Female,85+,2015,110158
NJ,European-American/White,Female,85+,2016,109883
NJ,European-American/White,Female,85+,2017,108166
NJ,European-American/White,Female,85+,2018,106153
NJ,European-American/White,Female,85+,2019,103609
NJ,European-American/White,Female,85+,2020,101167
NJ,Hispanic/Latino,Male,0-14,2010,207473
NJ,Hispanic/Latino,Male,0-14,2011,212025
NJ,Hispanic/Latino,Male,0-14,2012,215548
NJ,Hispanic/Latino,Male,0-14,2013,218710
NJ,Hispanic/Latino,Male,0-14,2014,222299
NJ,Hispanic/Latino,Male,0-14,2015,224646
NJ,Hispanic/Latino,Male,0-14,2016,227962
NJ,Hispanic/Latino,Male,0-14,2017,231951
NJ,Hispanic/Latino,Male,0-14,2018,235508
NJ,Hispanic/Latino,Male,0-14,2019,238456
NJ,Hispanic/Latino,Male,0-14,2020,241783
NJ,Hispanic/Latino,Male,15-24,2010,140895
NJ,Hispanic/Latino,Male,15-24,2011,141338
NJ,Hispanic/Latino,Male,15-24,2012,140875
NJ,Hispanic/Latino,Male,15-24,2013,140698
NJ,Hispanic/Latino,Male,15-24,2014,140529
NJ,Hispanic/Latino,Male,15-24,2015,140175
NJ,Hispanic/Latino,Male,15-24,2016,139803
NJ,Hispanic/Latino,Male,15-24,2017,140521
NJ,Hispanic/Latino,Male,15-24,2018,141383
NJ,Hispanic/Latino,Male,15-24,2019,142809
NJ,Hispanic/Latino,Male,15-24,2020,144189
NJ,Hispanic/Latino,Male,25-34,2010,145623
NJ,Hispanic/Latino,Male,25-34,2011,147443
NJ,Hispanic/Latino,Male,25-34,2012,148191
NJ,Hispanic/Latino,Male,25-34,2013,148910
NJ,Hispanic/Latino,Male,25-34,2014,149706
NJ,Hispanic/Latino,Male,25-34,2015,149124
NJ,Hispanic/Latino,Male,25-34,2016,149730
NJ,Hispanic/Latino,Male,25-34,2017,150488
NJ,Hispanic/Latino,Male,25-34,2018,150619
NJ,Hispanic/Latino,Male,25-34,2019,149971
NJ,Hispanic/Latino,Male,25-34,2020,148855
NJ,Hispanic/Latino,Male,35-54,2010,224958
NJ,Hispanic/Latino,Male,35-54,2011,231892
NJ,Hispanic/Latino,Male,35-54,2012,238161
NJ,Hispanic/Latino,Male,35-54,2013,244145
NJ,Hispanic/Latino,Male,35-54,2014,249369
NJ,Hispanic/Latino,Male,35-54,2015,254830
NJ,Hispanic/Latino,Male,35-54,2016,259050
NJ,Hispanic/Latino,Male,35-54,2017,263727
NJ,Hispanic/Latino,Male,35-54,2018,268415
NJ,Hispanic/Latino,Male,35-54,2019,272281
NJ,Hispanic/Latino,Male,35-54,2020,276568
NJ,Hispanic/Latino,Male,55-84,2010,91782
NJ,Hispanic/Latino,Male,55-84,2011,97417
NJ,Hispanic/Latino,Male,55-84,2012,103035
NJ,Hispanic/Latino,Male,55-84,2013,108681
NJ,Hispanic/Latino,Male,55-84,2014,114928
NJ,Hispanic/Latino,Male,55-84,2015,121735
NJ,Hispanic/Latino,Male,55-84,2016,128535
NJ,Hispanic/Latino,Male,55-84,2017,135324
NJ,Hispanic/Latino,Male,55-84,2018,142377
NJ,Hispanic/Latino,Male,55-84,2019,149169
NJ,Hispanic/Latino,Male,55-84,2020,156017
NJ,Hispanic/Latino,Male,85+,2010,2894
NJ,Hispanic/Latino,Male,85+,2011,3225
NJ,Hispanic/Latino,Male,85+,2012,3534
NJ,Hispanic/Latino,Male,85+,2013,3891
NJ,Hispanic/Latino,Male,85+,2014,4237
NJ,Hispanic/Latino,Male,85+,2015,4612
NJ,Hispanic/Latino,Male,85+,2016,5076
NJ,Hispanic/Latino,Male,85+,2017,5477
NJ,Hispanic/Latino,Male,85+,2018,5857
NJ,Hispanic/Latino,Male,85+,2019,6290
NJ,Hispanic/Latino,Male,85+,2020,6756
NJ,Hispanic/Latino,Female,0-14,2010,198363
NJ,Hispanic/Latino,Female,0-14,2011,203010
NJ,Hispanic/Latino,Female,0-14,2012,207164
NJ,Hispanic/Latino,Female,0-14,2013,211039
NJ,Hispanic/Latino,Female,0-14,2014,214560
NJ,Hispanic/Latino,Female,0-14,2015,217833
NJ,Hispanic/Latino,Female,0-14,2016,220980
NJ,Hispanic/Latino,Female,0-14,2017,224674
NJ,Hispanic/Latino,Female,0-14,2018,228114
NJ,Hispanic/Latino,Female,0-14,2019,230794
NJ,Hispanic/Latino,Female,0-14,2020,233732
NJ,Hispanic/Latino,Female,15-24,2010,125015
NJ,Hispanic/Latino,Female,15-24,2011,126880
NJ,Hispanic/Latino,Female,15-24,2012,127622
NJ,Hispanic/Latino,Female,15-24,2013,128449
NJ,Hispanic/Latino,Female,15-24,2014,129781
NJ,Hispanic/Latino,Female,15-24,2015,130622
NJ,Hispanic/Latino,Female,15-24,2016,131526
NJ,Hispanic/Latino,Female,15-24,2017,132941
NJ,Hispanic/Latino,Female,15-24,2018,134426
NJ,Hispanic/Latino,Female,15-24,2019,135983
NJ,Hispanic/Latino,Female,15-24,2020,137755
NJ,Hispanic/Latino,Female,25-34,2010,133820
NJ,Hispanic/Latino,Female,25-34,2011,135195
NJ,Hispanic/Latino,Female,25-34,2012,135349
NJ,Hispanic/Latino,Female,25-34,2013,135509
NJ,Hispanic/Latino,Female,25-34,2014,135644
NJ,Hispanic/Latino,Female,25-34,2015,135596
NJ,Hispanic/Latino,Female,25-34,2016,135759
NJ,Hispanic/Latino,Female,25-34,2017,136843
NJ,Hispanic/Latino,Female,25-34,2018,137868
NJ,Hispanic/Latino,Female,25-34,2019,138510
NJ,Hispanic/Latino,Female,25-34,2020,138649
NJ,Hispanic/Latino,Female,35-54,2010,226279
NJ,Hispanic/Latino,Female,35-54,2011,232160
NJ,Hispanic/Latino,Female,35-54,2012,237359
NJ,Hispanic/Latino,Female,35-54,2013,242302
NJ,Hispanic/Latino,Female,35-54,2014,246848
NJ,Hispanic/Latino,Female,35-54,2015,251546
NJ,Hispanic/Latino,Female,35-54,2016,255566
NJ,Hispanic/Latino,Female,35-54,2017,260146
NJ,Hispanic/Latino,Female,35-54,2018,263924
NJ,Hispanic/Latino,Female,35-54,2019,266605
NJ,Hispanic/Latino,Female,35-54,2020,269050
NJ,Hispanic/Latino,Female,55-84,2010,113164
NJ,Hispanic/Latino,Female,55-84,2011,119685
NJ,Hispanic/Latino,Female,55-84,2012,125998
NJ,Hispanic/Latino,Female,55-84,2013,132243
NJ,Hispanic/Latino,Female,55-84,2014,138832
NJ,Hispanic/Latino,Female,55-84,2015,145803
NJ,Hispanic/Latino,Female,55-84,2016,152557
NJ,Hispanic/Latino,Female,55-84,2017,159734
NJ,Hispanic/Latino,Female,55-84,2018,166802
NJ,Hispanic/Latino,Female,55-84,2019,174011
NJ,Hispanic/Latino,Female,55-84,2020,181306
NJ,Hispanic/Latino,Female,85+,2010,5629
NJ,Hispanic/Latino,Female,85+,2011,6234
NJ,Hispanic/Latino,Female,85+,2012,6816
NJ,Hispanic/Latino,Female,85+,2013,7376
NJ,Hispanic/Latino,Female,85+,2014,8026
NJ,Hispanic/Latino,Female,85+,2015,8759
NJ,Hispanic/Latino,Female,85+,2016,9489
NJ,Hispanic/Latino,Female,85+,2017,10139
NJ,Hispanic/Latino,Female,85+,2018,10886
NJ,Hispanic/Latino,Female,85+,2019,11542
NJ,Hispanic/Latino,Female,85+,2020,12079
NJ,Native American/Alaskan,Male,0-14,2010,4595
NJ,Native American/Alaskan,Male,0-14,2011,4617
NJ,Native American/Alaskan,Male,0-14,2012,4593
NJ,Native American/Alaskan,Male,0-14,2013,4577
NJ,Native American/Alaskan,Male,0-14,2014,4541
NJ,Native American/Alaskan,Male,0-14,2015,4503
NJ,Native American/Alaskan,Male,0-14,2016,4479
NJ,Native American/Alaskan,Male,0-14,2017,4486
NJ,Native American/Alaskan,Male,0-14,2018,4492
NJ,Native American/Alaskan,Male,0-14,2019,4459
NJ,Native American/Alaskan,Male,0-14,2020,4379
NJ,Native American/Alaskan,Male,15-24,2010,3112
NJ,Native American/Alaskan,Male,15-24,2011,3141
NJ,Native American/Alaskan,Male,15-24,2012,3225
NJ,Native American/Alaskan,Male,15-24,2013,3267
NJ,Native American/Alaskan,Male,15-24,2014,3286
NJ,Native American/Alaskan,Male,15-24,2015,3282
NJ,Native American/Alaskan,Male,15-24,2016,3255
NJ,Native American/Alaskan,Male,15-24,2017,3212
NJ,Native American/Alaskan,Male,15-24,2018,3141
NJ,Native American/Alaskan,Male,15-24,2019,3105
NJ,Native American/Alaskan,Male,15-24,2020,3057
NJ,Native American/Alaskan,Male,25-34,2010,2441
NJ,Native American/Alaskan,Male,25-34,2011,2482
NJ,Native American/Alaskan,Male,25-34,2012,2480
NJ,Native American/Alaskan,Male,25-34,2013,2492
NJ,Native American/Alaskan,Male,25-34,2014,2519
NJ,Native American/Alaskan,Male,25-34,2015,2544
NJ,Native American/Alaskan,Male,25-34,2016,2602
NJ,Native American/Alaskan,Male,25-34,2017,2698
NJ,Native American/Alaskan,Male,25-34,2018,2805
NJ,Native American/Alaskan,Male,25-34,2019,2848
NJ,Native American/Alaskan,Male,25-34,2020,2892
NJ,Native American/Alaskan,Male,35-54,2010,5523
NJ,Native American/Alaskan,Male,35-54,2011,5434
NJ,Native American/Alaskan,Male,35-54,2012,5368
NJ,Native American/Alaskan,Male,35-54,2013,5259
NJ,Native American/Alaskan,Male,35-54,2014,5111
NJ,Native American/Alaskan,Male,35-54,2015,4990
NJ,Native American/Alaskan,Male,35-54,2016,4864
NJ,Native American/Alaskan,Male,35-54,2017,4720
NJ,Native American/Alaskan,Male,35-54,2018,4629
NJ,Native American/Alaskan,Male,35-54,2019,4512
NJ,Native American/Alaskan,Male,35-54,2020,4464
NJ,Native American/Alaskan,Male,55-84,2010,3645
NJ,Native American/Alaskan,Male,55-84,2011,3818
NJ,Native American/Alaskan,Male,55-84,2012,4009
NJ,Native American/Alaskan,Male,55-84,2013,4164
NJ,Native American/Alaskan,Male,55-84,2014,4320
NJ,Native American/Alaskan,Male,55-84,2015,4492
NJ,Native American/Alaskan,Male,55-84,2016,4667
NJ,Native American/Alaskan,Male,55-84,2017,4796
NJ,Native American/Alaskan,Male,55-84,2018,4924
NJ,Native American/Alaskan,Male,55-84,2019,5063
NJ,Native American/Alaskan,Male,55-84,2020,5105
NJ,Native American/Alaskan,Male,85+,2010,161
NJ,Native American/Alaskan,Male,85+,2011,175
NJ,Native American/Alaskan,Male,85+,2012,192
NJ,Native American/Alaskan,Male,85+,2013,208
NJ,Native American/Alaskan,Male,85+,2014,219
NJ,Native American/Alaskan,Male,85+,2015,237
NJ,Native American/Alaskan,Male,85+,2016,240
NJ,Native American/Alaskan,Male,85+,2017,255
NJ,Native American/Alaskan,Male,85+,2018,271
NJ,Native American/Alaskan,Male,85+,2019,276
NJ,Native American/Alaskan,Male,85+,2020,275
NJ,Native American/Alaskan,Female,0-14,2010,4550
NJ,Native American/Alaskan,Female,0-14,2011,4537
NJ,Native American/Alaskan,Female,0-14,2012,4530
NJ,Native American/Alaskan,Female,0-14,2013,4497
NJ,Native American/Alaskan,Female,0-14,2014,4500
NJ,Native American/Alaskan,Female,0-14,2015,4470
NJ,Native American/Alaskan,Female,0-14,2016,4444
NJ,Native American/Alaskan,Female,0-14,2017,4452
NJ,Native American/Alaskan,Female,0-14,2018,4434
NJ,Native American/Alaskan,Female,0-14,2019,4377
NJ,Native American/Alaskan,Female,0-14,2020,4293
NJ,Native American/Alaskan,Female,15-24,2010,2991
NJ,Native American/Alaskan,Female,15-24,2011,3042
NJ,Native American/Alaskan,Female,15-24,2012,3108
NJ,Native American/Alaskan,Female,15-24,2013,3136
NJ,Native American/Alaskan,Female,15-24,2014,3179
NJ,Native American/Alaskan,Female,15-24,2015,3178
NJ,Native American/Alaskan,Female,15-24,2016,3134
NJ,Native American/Alaskan,Female,15-24,2017,3101
NJ,Native American/Alaskan,Female,15-24,2018,3064
NJ,Native American/Alaskan,Female,15-24,2019,3030
NJ,Native American/Alaskan,Female,15-24,2020,3009
NJ,Native American/Alaskan,Female,25-34,2010,2623
NJ,Native American/Alaskan,Female,25-34,2011,2603
NJ,Native American/Alaskan,Female,25-34,2012,2572
NJ,Native American/Alaskan,Female,25-34,2013,2560
NJ,Native American/Alaskan,Female,25-34,2014,2549
NJ,Native American/Alaskan,Female,25-34,2015,2539
NJ,Native American/Alaskan,Female,25-34,2016,2556
NJ,Native American/Alaskan,Female,25-34,2017,2591
NJ,Native American/Alaskan,Female,25-34,2018,2625
NJ,Native American/Alaskan,Female,25-34,2019,2713
NJ,Native American/Alaskan,Female,25-34,2020,2773
NJ,Native American/Alaskan,Female,35-54,2010,6326
NJ,Native American/Alaskan,Female,35-54,2011,6224
NJ,Native American/Alaskan,Female,35-54,2012,6132
NJ,Native American/Alaskan,Female,35-54,2013,5957
NJ,Native American/Alaskan,Female,35-54,2014,5837
NJ,Native American/Alaskan,Female,35-54,2015,5697
NJ,Native American/Alaskan,Female,35-54,2016,5524
NJ,Native American/Alaskan,Female,35-54,2017,5379
NJ,Native American/Alaskan,Female,35-54,2018,5289
NJ,Native American/Alaskan,Female,35-54,2019,5153
NJ,Native American/Alaskan,Female,35-54,2020,5022
NJ,Native American/Alaskan,Female,55-84,2010,4584
NJ,Native American/Alaskan,Female,55-84,2011,4786
NJ,Native American/Alaskan,Female,55-84,2012,4990
NJ,Native American/Alaskan,Female,55-84,2013,5160
NJ,Native American/Alaskan,Female,55-84,2014,5344
NJ,Native American/Alaskan,Female,55-84,2015,5538
NJ,Native American/Alaskan,Female,55-84,2016,5704
NJ,Native American/Alaskan,Female,55-84,2017,5886
NJ,Native American/Alaskan,Female,55-84,2018,6052
NJ,Native American/Alaskan,Female,55-84,2019,6203
NJ,Native American/Alaskan,Female,55-84,2020,6306
NJ,Native American/Alaskan,Female,85+,2010,329
NJ,Native American/Alaskan,Female,85+,2011,347
NJ,Native American/Alaskan,Female,85+,2012,372
NJ,Native American/Alaskan,Female,85+,2013,400
NJ,Native American/Alaskan,Female,85+,2014,439
NJ,Native American/Alaskan,Female,85+,2015,474
NJ,Native American/Alaskan,Female,85+,2016,496
NJ,Native American/Alaskan,Female,85+,2017,517
NJ,Native American/Alaskan,Female,85+,2018,528
NJ,Native American/Alaskan,Female,85+,2019,544
NJ,Native American/Alaskan,Female,85+,2020,548
NM,African-American/Black,Male,0-14,2010,5556
NM,African-American/Black,Male,0-14,2011,5544
NM,African-American/Black,Male,0-14,2012,5547
NM,African-American/Black,Male,0-14,2013,5570
